ID,Target,text_length,length_bin,fold
P0Q6Yx0ZDGyJRad4,come Greeteing Know that I Thomas Hinderson for,47,0,1
Gk6JNu4U4YradfFH,acres of land with the appurtenances as aforesaid unto William Lees,67,3,0
kNHxbkpQQbwO7Vb1,the Ensealing & delivery of these p^rsents & to the sold PP & onely,67,3,0
bNx65z9FK6XOCxB5,thousand pounds of cleere cotton wooll upon the last day of May next,68,3,0
7i97uwT7kmw69zgD,Condiconed tobacco well made upp in rowle to pay or cause to be paid,68,3,0
noLFawSfL4xG51kz,person or persons w^tsoever in the said island of the Barbados or else,70,3,4
Mzk8N5UXVbRfb7CN,To all Xpian People To whome these presents Shall come,54,1,3
OqihiGiBwGw9MEXd,"and Sixteene thousand pounds of Sugar, Shall & Will allso",57,1,0
aeekTnoSbhADL0yv,"Land, being p:^t of the plantacon Whereon the said",50,0,3
0hoCQGQAX4lAGq4N,them soe under theire Respective ages togeather full power,58,1,3
hQHVQyXkT7SG6OyL,the said messuage or tenement belonging or in any wise apperteyneing,68,3,1
tRXSGpSDjz9JTDWT,hereunto Sett my hand & Seale y^e day & yeare above written,59,2,0
qTlaVvYsKRWmlN2O,or to the prmisses or any pte or pcell thereof and for the true pformance hereof I binde,88,4,1
3qORES0hxGUKb2qk,Solemnly protest against the said Nathaniell Durham his Agents and factors how,78,4,0
pEA7klA2UvMrhTui,before mee William Boughan and Mary Barnsie,43,0,2
PY2Ka6Dsi19zc5I6,shall and will war^t and forever defend by these psents And lastly for the,74,4,1
go0QNU5TCq765p0U,Robert Hackett his heirs Executors Administrators or assignes,61,2,4
m0XxDgjTB1AffdB4,admistrs and assignes forever free and cleere from all former bargaines sales,77,4,3
4EivAd0syZD5GkPc,in peeces and destroyed; The number of Hide aforesaid (parcell of,65,2,3
R8rOSVbQCIIajzuk,of Samuell Brand & Paule Painter the other or Cratcht house now,63,2,2
gpprydgItkjagpIQ,or Assignes granted or to be ~~~~~~~ performed hath demised,59,2,0
48Ju6NoPeO0D6StP,Island gent or unto his heires exrs admrs or assignes all my right title & interest of forty,92,4,1
KqdOELkKdQsZVNbs,the Island Barbados planters sendeth greeting in our Lord God Everlasting Knowe,79,4,4
9Wvgfygw2wMqZcUD,recovery And discharged or otherwise well & Sufficiently Saved,62,2,0
OTnJ8Jg8ekaW6KNB,Length and Tenn foot in Breadth as aforesaid with all advantages build,70,3,3
tFJglPMf1r20i5Im,Thomas Bennett before theise alinge of theise prsents Have given granted bargained,82,4,1
ecQoXsf2o3gyrDO1,And in default of such issue Male to be begotten as aforesaid,61,2,4
c7ij8vKOZM6MK3zy,role In witness whereof I the said William Jarvis have hereunto sett my hand,76,4,4
4UGS9c9zz7tUEb7Z,Surveyor Together with all houses Edifices & buildings thereon,62,2,0
x017XxFquIzhGVaS,Executors and Adm^rs and Assignes six Acres of land being all my,64,2,3
gIsgG41Aja6oboBy,Evlastinge Know ye yt I Thomas Sewell & Garratt Sisters our heires Ex^rs &,74,4,1
lHrsin9tFQeMLHj4,doth fully & absolutely exonerate & discharge the said Captain,62,2,2
jQHoAtrdJ8L4V6lO,comitted or done ~lyeing~ ^lying the sd Luiet: Willm: Pead my heires or assignes or any,87,4,3
0Wg9ew4uHl2l8eJh,and from all maner of dues dutyes and paxacons wh,49,0,4
nwOsTMsUaglG6SNE,& Hercules Pescod one Plantacon or pcell of land conteyn by Estim: Fiftie,73,3,4
KSSmCPzf8z0uklJ6,assignes all my right title & interest of this apraismt ~ &,59,2,0
U0Atr2bqDPJmXRWk,the sd Kinge but that he hath from tyme to tyme,47,0,2
hiIXe5C6FvZgioLx,heires covenant and promise that the said Collonel John Colleton,64,2,1
2cdfCaDJ98giRTNs,to the sd owers & company by breach of his covent &,51,1,2
qREY4lfqBfDlFvId,made personall appearance this day before me and upon,53,1,3
oaiVyeVItbixF0J6,or thereaboute And bounded one the land of Walter Fenton one ye,63,2,1
PUdqLhSHFl5Cs2kc,abovenamed before her departure from the Island Barbados where now she,70,3,3
NCMmv3Htnq5kmgqK,(being privity examined) did acknowledge the,44,0,1
E4lyNbnRlAPOwugo,Their the said Rowley doth his heires exers admistrs and assignes,65,2,2
4CX8r7WzBUuQovnJ,shall come I Sargt: Major W^m Hilliard of ye Island abovesaid,61,2,1
9JxJwUvVlbeaR7hO,Doe make knowledge and Suffer or Cause to be done,49,0,3
lUfluLO9bXkYanOx,the old bonds being upon record east west north and south but I find the,72,3,2
AHMUYSRoLYC56DPc,and by these prsents doe give grant & sell unto Capt,52,1,4
XwgzmvieqOWVfVla,& also take bond & accompt wth the said Ralph,45,0,3
SQGRLf6d6wY0rI5X,Clorgey Thomas S:^r to John Couburn _ _ _ _ 196,47,0,1
97N4C4A2ICG22rYN,consideracon of Eighteene thousand pounds of good sound & well ~,64,2,0
xqZz4yYi2OlXAvSs,and every other pson and psons in Bdos aforesaid wtsoever their and,67,3,3
97V447T3ePCnrtDL,the pfitts benefitts and comodities that shall arise,52,1,3
YoSOfHjNCeBUOIfV,and five with theire increasd In witness whereof I have hereunto sett,69,3,4
fc6OFtNhQyhYKskp,halfe or all the houses edifices buildings profitts benefitts,61,2,2
igHczTSQYaTpWApk,Aunna: Ogeo: Abba: Antomia: Ulubunta :Betty---,46,0,2
vYmG0yKqCKWakw3s,I Richard Dent of ye Island abovesd plantr: sendeth greeting in,63,2,3
RNbd8CGjttzBzyMt,or w^th his their or any of their Assent Consent privity or procurement & also y.^t,83,4,2
EMMr9Uqpm1hFIkCo,Cotherington his heires and assignes and to the onely Esqr,58,1,1
ONac7yn5Sh7sa5pQ,merchantable cotton or tobaccoe to assure to the said Arthur Bronce his,71,3,4
343vUE2H88OizmII,hereby granted without the lett hindrance deniall Interruption of,65,2,3
qbHWR1QSJkjodLvG,Come Consigned to us Jointly from any person or persons whatsoever,66,3,1
C94Hlq6Rw4vzLA8r,by estimation thirtie acres or thereabouts scituate lyeinge and joyneinge,73,3,2
DdPdFWMBX77PVnnS,five and Twentyeth Day of March Yearly as in and,48,0,2
nTLFf5GCZdDiGADK,Bee it knowne unto all men by these pnts that I Stephen Boston of the Island of Barbados,88,4,0
tKR69yz8TmeLS1Op,moveables and immoveables To have and to hould all these demised premises unto him the said Edward,98,4,2
tJXT2CnNAgaRiL3R,every of them by these presents in manner and forme following (that is,70,3,4
LlyOzwnUyTh9VNEP,demanded upon ye aforesaid land or ye vallue thereof in,55,1,3
k9icK383XZqcQd80,bargaine and sould and per these presents doe here,50,0,1
djbsbqeT5aDZgKei,enffeoffed release and Confirmed unto the above named Peleg,59,2,0
wYYpLublqdiVAHhV,to hould as the aforesaid plantacon and Every part and pcell thereof together with all other,92,4,0
3NQ6EnkaYonf7ZNj,aliened sold enfeoffed and confirmed And by these presents doe fully and,72,3,2
dgzOvMMwo7daS7RB,finish conclude execute and determine all and every atter thing and,67,3,3
bYlkwgDyBB1INNlh,and being in the aforesaid Parrish and Adjoins ~,48,0,4
Gn503tm7wISRQxNL,at Large appeare ) And it is hereby Likewise furt,49,0,4
eJyM8jG6LE5lZGrv,bgained alienated enfeoff confirmed & sould & doe by theis prsents,66,3,1
YnsU9IZCwkxAbs5J,Thousand Six Hundred Seaventy and Seaven one Charles Grimlin,60,2,3
Y4HzzVFg7wuqrA4b,To all Christian people to whome theis prsents shall come,57,1,2
xOyPD5ploJUPZmyG,the S:^d Seaven Acres Land w:^th the Appurtenances,50,0,2
quX3RgfyaJK52w9H,buildings upon the said land erected expecting what is,54,1,0
nV9uf9nuPBUmRTso,menconed p:^rmises with the appurtenances and eve,49,0,2
HicggXrQ3b0yZwkS,of this Island Carpenter for divs good causes & consideracon,60,2,3
oABRWzWXSItuLbKY,knowe all men by these prsents that I Walter Walke of the Island of Barbados,76,4,1
fT6kfNSJdqfH7qCj,Attorney and the Authoritye thereby given is to be force (and vertue),69,3,3
OZIW7t7vNxIW98CB,King of England Scotland Ffrance and Ireland Defender,53,1,0
9Vlswu1Fe6gXylZS,Shall be fully vested Setled and executed in and upon,53,1,3
JznYIhpa8mjVZAit,"and euery of theire rights whatsoeuer , Lawfully to",51,1,0
Zm0oK05VdxM8yBRB,ranting and Confirmeing the p:^rmises above granted to the,58,1,4
8gevk4ykUeJ85fvM,and from there forth this present writing to be void & of use force or effect but if,84,4,3
fqSf79prKmYh5WE6,Agents ought not to deny payment for the same she bring,55,1,4
Zk12mycgaFhjzgwP,"of all and every the house adiffices ~ buildings, woods underwoods",66,3,2
eVTSLru10zQstBqX,"HOrses, ass negroes, Cattle &r, Belonging to the within mentioned Estate",72,3,0
XB8v1iKQMbvT5oyZ,made among themselves as aforesaid and that none of them doe,60,2,4
fCtxAqjtaaH0W2iw,in a schedule hereunto annexed To have and to hould the said twelve acres of land,81,4,0
VnKwZVEYK4Bu8BkJ,his heyres Assignes for Euer in manner & forme afores:^d,56,1,4
OrXXHFOprCeTsprv,Januar: 1640 Barbados planter sendeth greeting in our Lord God Everlasting Knowe yee that I the said,100,4,4
fiPZA3D5YSM7BNlD,especially for & in consideracon of a valuable Sume of goods ye receipt whereof,79,4,1
iS3ipjTu1pW1RzFj,admistrs and assignes in the penall summe of twenty and two thousand and pounds of the,86,4,3
yeUdyvADpoCWrxC5,appurtences for ever without the lett hindrance suite trouble,61,2,4
Pzi0V4r3feeGUTWU,of our Estate Interest act or pcuremt and ye freed and cleared of & from,72,3,4
66CHrT6zq5aWhvCC,unto Thomas Clarke of the Island aforesaid Cooper all that,58,1,2
v4NN5l9IwwWWp6xR,Robert Filkin doe have promise and grant for myself my heires excrs,67,3,0
E12gV2pyWpvLfWQZ,Elizabeth for and dureing live Naturall life without,52,1,0
xYEOjcHbjs8hbYsf,p:sone or p:sones whatsoever Claimeing or pretending to Claime,62,2,2
ozyA3WwzaaR9Cy9T,eight and twentieth day of November Anno Dom 1640,49,0,3
0G3BpDRPb1HxQwoZ,"oliver smith or Elizabeth , his wife the said Richard Steeton or ffranc",71,3,3
J14FwODdOoPbXjLm,In 17^o die This bill bindeth me John Wiseman of the Island,59,2,2
xdQAW32IaMImGVne,Ent^r:d y^e 21^th of To all Christian People to whome these p^r:sent,68,3,3
0rk1s1XuWmTjbBur,Medyford and Charles: Medyford for themselfes and,49,0,3
itnTDnze5v7SYYHF,proper use and behoofe without any reckoning or accompt to be had,65,2,4
HUV2Ush1Y2DhwLtS,James Fulcher aged twenty four yeares made oath before me that he,65,2,0
AnBi72G3gqOqRrDh,"Pinfold west on the Land of John Jopson, together with all houses",65,2,4
ejAgBoS0krTHTJ4R,heretofore had made or done and soe shall & will warrant & defend the,69,3,1
e13Lg8XT1rXdbZMN,"therein Concerned for all Costs, Injuryes, Charges",50,0,4
cwheEfBRUdo1MIWX,the full sume and quantity of one hundred pounds of the like cotton,67,3,4
ySU4ONT9JONcITCz,and being in the Indyan Bridge towne als: the towne,51,1,0
0gWmNaermdMD62tk,it known and manifest unto all Christian people that upon,57,1,1
x6eyEUxWZTJySszT,hereunto set their hands & seales even this twentieth day of May,64,2,3
D3I7rJCi8SIlLMDO,demised aliened and sould and doe by these presents give grant alienate sell unto,81,4,4
jz8ixQ85YgTEsmhR,1 vice 2 holdfast 2 frees and 2 hatchets,40,0,4
hP4s5A01V0Yw3gGn,"title of Dower Judgements, or any maner of",42,0,4
qabXtpX1I6B7yBGt,and Sealed have sett the day and yeare first above written,58,1,1
HqOtrddjUF0qXGMq,did attach from Robert: More Dec^d: Lyeing and be,49,0,3
p5UEZL8qTXZej4G3,imediatly after repairing to the said Thomas Colliton who,57,1,4
SvAC1gLOvd0Z1YUp,Said Charles Barrett his Exe^rs Admin^rs or assignes or his or their or,71,3,1
JZznAupATPigGLqu,and this present bill to be voyd and of none effect anything in any,67,3,3
o7ecVjFPbE66NcpS,in respect of the yeare now last expired) And for pformance of all and singuler,79,4,2
mX81tbPnKN0EJnID,wise all his lands Houses goods Chattells Two Negro boyes by Name Tom,69,3,1
xI29vf1DWXsPmlJc,Evan Jones Thomas David and John Price their heires executrs admistrs and assis,79,4,0
Mytb5Udd0ULjuARG,"all maner of debts , dues , dutyes and demands what",51,1,1
2LeOtpJJjp5kuPxS,william Reeves his executors or assignes I the said Thomas Bowen doe,68,3,1
xAaKVrYdZ5yDgsQ0,considerations him thereunto moveing hath given granted,55,1,3
9xS5ZIMO6fgXpQQw,other necessarys unto ye same belonging or in any apptering to have & to hold ye above,86,4,2
7K3SIt6JQtg5zW7c,executors and administrators covenante promise and grante to and with,69,3,2
9T8MhQPkE7dyvMor,Island have not complyed with an agreement or charter party,59,2,0
1o7U0DJcqMGF1Bib,Have granted bargained sold aliened enfeoffed remised released,62,2,0
xcbmmslo4qUlv2Jp,the day of the date thereof and I the said Bennett allett the said landw.^th,76,4,3
EO27lyMGATma5YfS,all Christian People to whome this visiting,43,0,4
P0tGZtBQIumAzqNG,18^0 die To all Xpian people to whome theis prsent shall come I Robert Dawson,77,4,0
sKmByvnIaQlDP4QZ,with the appertenances and every pte and pcill thereof unto the said,68,3,1
CzrQs1cv7GouuT5a,Hundred thirty three pounds money to mee in hand paid by Edward Parsons of the,78,4,1
JPb5ggmdHu4ingwz,Attached at M^r Thomas Browne thirteene acres,45,0,3
B5KC2V5tJ1WS4yLF,on the like dayes in Every yeare dureing all the terme of the naturall,70,3,2
Lhs2kAuja5h1k0Tb,otherwise to remaine in full power and vertue,45,0,4
77uJzMj3zpuBbcyP,"assignes , of in or to the Same , or any parte thereof , together",65,2,2
ohbaT1zYspnRjlXW,the lands of John Syemore & Leward of the land of Thomas Hunte,62,2,4
E1ZA3zeU4p6II2Bv,"To l missing text stian people to whom these presents shall come, We",68,3,2
yyctFtC3pnJL1fqD,Raised and made by the vestries and Church wardens of this,58,1,4
VudjpcG3KPL1Ryrz,wth a nip or cutt on ye forreare & the twoe bigest,50,0,3
nk50DlEWyBLJZPoq,leases Morgages or Ingagements whatsoever also that the said,60,2,2
tV9UoqZGTxEemnMX,to have or to clayme or challenge any right title or,52,1,1
vwal3jKQzejVObfV,Whitehead and Richard Petty of the same Island planters thirteen acres of land all standing,91,4,4
IWAv1KhIW9h31KY2,and three. Entitled an Art for Laying an Impost on the -,56,1,4
kpbnrT68YiciIsDe,the Ten acres of land now in the possession of Christopher Gretham,66,3,3
EmuCWqijn9nSjj8k,as by the bill of Seale whereunto this is annexed may more largely,66,3,3
T5uJz9A7n8LXKQiI,Hould all and singular the said bargained premisses with,56,1,3
cb50eDMQ1lWueoz3,to her in hand paid by the said John the Receipt whereof,56,1,3
Kmf58CxA8bZFoal8,"By this publique Act and Instrument of Publick protest, Bee",59,2,0
3gTSyCSYDs80myd1,where being every Minute in Expectation of beeing Maj,53,1,4
G4hbQz79mWiYA3CW,Ketch at Barbados aforesaid to the great Damage and,51,1,2
rWL8NcKADIeMtx0Y,"Assignes for Ever, ag:^t us, the saide Sam^ll Thorneby Allexand:^r",66,3,4
MtCWEd4yKS8U1pRL,Set my hand & Seale the fourth day of August in the Second yeare,64,2,4
xvG0aNMWz6ePoiFm,whereon I now live and reside which is bounded upon the lands of Richard,72,3,1
OHKJ13lyatfJ2aW8,now know all men that wee the s^d William Tranter and Robert Atkins,67,3,2
UjaMqlcCMp5EqhxP,"or halfe part, purparte, devident, Share, Estate, right, tit",60,2,1
XHtvcSDP11Jybspx,now dwellinge house of the sd Read and for the true & faithfull,63,2,1
I1vWDPlR6gyLPAAA,shall appointe or else store free and for the true pformance of the same,72,3,3
iuW7izXu5s0RU3BM,deliver and procurators or attorney one or more under them to substitute,72,3,3
9d3AQIGYHQyCQTYs,Upon the ninth day of August One thousand,41,0,3
q2vcbApwuSoEmcLV,then the negros should be disposed of to their owners disadvantage,66,3,4
SEZ3udqaYKnEbf6V,"Buildings , the Cattle Mares and premises aforesaid and that",60,2,4
Nm5HMMlasx2ESS15,done as fully and effectually to all intents and purposes wtsoever,66,3,0
6byNrbNCJZ7D0n09,and kept harmles and indempnifyed by y^e saide Edwyn Stede,58,1,2
Td1i9ewd7Pgn4q12,or any pte or pcell thereof ^to be behinde & unpaid in pte or in all after any of the said,90,4,4
G27BsuyuWl9jc08V,in consideracon of sixteene hundred pounds to tobaccoe to us in hand payd,73,3,3
m07cCHgh74eCgKTW,of ye Midde Temple Esq^r and upon the said bills good -,55,1,1
Z8vLvdiAnTvBaFFF,Oaker & Mason theire heirs & assignes forevr: To have,53,1,1
yb8YGk8SIMzFUVOf,With appurtenances unto the said Richard Hackford John Smith,60,2,4
UZcwP3NEABicHt0a,Acres or thereabouts Scituate lyeing and being in the pish,58,1,1
NIFyIj2NK6BGFT2j,for the said Christopher Lyne one parcell of ground lyeing and being,68,3,2
kcOVsxdSTK9JaBV1,hereunto Sett my hand & Seale this 5^th of October: 1648,56,1,3
8N7HXIxOkShFJMuv,1 1 2 doz: Pewter dishes or platters 1 1 2 dozen of plates,58,1,0
XRaE6iPlMZaoqMZ8,unto him the said W^m Dallathy the summe of foure and twenty thousand pounds of good,84,4,0
XiXPUP9Ax5yC366y,payment expressed in certaine bills of the date hereof in w^ch the same ought to be paid,88,4,2
peaK10AjWlEViVHS,onclaymeing from by or under mee or them or any of them In witness whereof,74,4,4
Uy3WIdDJw0Okxq8G,Claimes demands and incomberances whatsoever herefore comitted made,67,3,2
QKMcE1qzz4TAMWF1,and Singular the before granted premises with theire ~appurten~,63,2,0
z9B6NB4pQnZ1ITZK,Charles Wilson. ye mk of W^m Russell -,38,0,0
HqF4fpMhXZuv1LVy,anie or either of our heires exers admistrs or assignes And wee the said John,77,4,2
2z3wHTMzmvLvOR1E,the possescon of M^r Thomas Hothersall. Likewise wee find that the,66,3,3
eHrCUjyzGdz8nV4M,the timber growing on the s:^d plantat:^n but w:^t shall bee,60,2,2
e00ghFMZNoeZmBvZ,attorney in the full some of eleaven thousand of good and merchantable Tobaccoe,79,4,2
Tnz6pJuXsyDIPwtq,In consideracon whereof the said Peeter Halloway is to pay or cause to be paid unto the,87,4,1
njIa6OVNsrJxGyk1,this day appeared before me William Johnes and Nicholas Hollie and did,70,3,2
TNj9e2WZsERqMUIr,sayd John Greene have hereunto sett my hand and seale,53,1,4
CFw27iS4gpxTmc5X,Island of Barbados Mchants well & truly paid whereof I the sd John,66,3,0
Hm3L8CPAOjdUxoOr,cotton shal be behind and unpaid att theis severall dayes of payment,68,3,0
DT8hpS05OChwmqkD,and Assignes and their Severall & Respective Go,47,0,1
9t5wgtLwgrL2SPwu,"called or Knowne by the name of Wadda, Nick,",44,0,0
92Yvo835PZ6a3XKx,day of ffebruary in the yeare of our Lord one thousand six -,60,2,4
wwtC3JfnU4CVAZCs,and unfallen now in the occupacon of the said John Walford or his assignes and,78,4,2
XA7nBLSQ2Gv5YeyD,"ffollowing Have granted,bargained & Sold, aliened",49,0,3
2nuLYXydaa4eJQRj,"all other papers writings Evidences , Escripts",46,0,0
39dak3AWZS6dfuhv,vessell to admitt of the said Hay Johnson as my attorney depute and,67,3,2
4qF3zwG4TSmNQXT2,S:^t Thomas in the Island of Barbados Gent: Sendeth,51,1,2
KuHdta2fXsyh1uMY,thereby he left and bequeathed unto his Sister ^Mary Rogers his Es,66,3,2
A43EdJbvVHVwJjrR,parcells of Land are now in the Possion of them the said,56,1,4
JonvoMhcg9ygkwYX,put their hands and seales dated ye day and yeare first above,61,2,3
tFx6nWCB2mWCWJ6T,Whatsoever had made done or suffered to bee done,48,0,3
JsWJIlzNSemffTM6,and his pteners contayninge one hundred acres or thereabouts beinge one,71,3,1
Kq6naek2cqUEYeoD,of y^m for ever & to ye heires Exr^s adm^rs & ass of every of ym: all,69,3,0
7BshOS7Qx9FJcMWD,"by the said Ralph Wyatt, or by any other act means possession",61,2,1
KYgjhPQJFbz60k84,of his Excellency William Lord Willenghley of Parham Magest Present,67,3,2
NwEJ0QMb2ouSSua6,"By this publique Act and Instrument of protest, be it knowne",60,2,3
HqirFgAsKeLhym8R,"Assignes for Ever. All the right, Title, Interest, Claime ,",59,2,3
igyGLtke0ct8sDUH,exr^s admrs or assignes at ye pte or pcell of land conteyning twenty acres or there,83,4,3
pcDd6xTmrx0DGzO7,me my heires exers and adminstrs doe give grant bargained and sell unto Edw^d Downes,84,4,0
QPaLbzTPwX096gN2,To Barbados by the Mary and Hannah Cap^tt: Thomas,49,0,1
iKSyoundSxLDUalx,Known and manifest unto all Christian people that upon the six and,66,3,0
IriYg7VRBnc5QKda,and th'other threescore and tene pounds residue of ye said some of one,70,3,3
xrsbWjDCydhQ3iog,of Robert Hobert Seite of the Island of Barbsdos,48,0,3
xVD4mUiLPEEtfWdv,to the said John Springham and George Peers theire heires,57,1,1
TYxkNBqpOuiigEmi,bee found This funerall right and charges together,50,0,4
js22NsYIMeGwkZUM,them and theire heyres according to the forme and effectt of this said,70,3,0
Yvzd34vuEnHTOW91,fifth of this instant ffeb: being fourteenth Months the,55,1,4
F48i2GDrmZhvkUDP,John Jewell lefte in the hands of the s^d Thomas Warr one bill of Capt Phillip Woodhouse,88,4,1
bx2sjjhylyRuRZqL,of the debt faile hereof at you pill Given under my hand the 30^th,66,3,1
y0Koco40Qky2tPvY,thereupon to be voyd to all intents & purposes as if noe,56,1,1
ozPB5CPGnWlcmezh,as Signified there by and Lyeing and being in S^t. Andrewes -,61,2,0
rb5FCCMszkdT8C4i,and Leonard Thraites in the penall some of fortie thousand pounds of,68,3,2
68oegBchwy2vp44K,"And by these presents , Doe giue grant bargai",45,0,4
pC3ngYHSSpwL6tgk,made by the Said John Thurnbarne by his Deed beareing,53,1,1
Nh7qyZapCIkJ84bo,Said Richard Bate as aforesaid his heires and Assignes,54,1,3
wTJFDFh2U3jhwfn3,stock servantes good chattells wares merchandizes or other effects and things,77,4,4
PMR5TI9MaDsLLpZu,Nathaniell his heires Executor & Adm^rs yt that he the sd -,59,2,4
nPFz46PDjqipVJIq,Buckly which by the consent and request of each party being,59,2,4
xC7aIldZbqIcAEuE,Willm Stoye doe for me my heires Execrs: Adm^rs & assignes wait the,67,3,3
3YaxWayIjfQ1kloO,alsoe to compound acquittance release or any other lawfull discharge,68,3,4
BUtsMqdXwRZIevgM,dureing the time aforesaid free and Cleere and freely and,57,1,3
dWaAi1OoeTjanGDx,to reenter upon ^one plantacon conteyneinge thirty acres with th'appurtenances together,87,4,3
YcEaOlP7sFsG0u5P,"Adm:^rs and assignes from the day of the date hereof, for and",61,2,0
lHzpLKSzktZbQkoG,Sealy his heires and Assignes be not Compelled or,49,0,0
a2bNd2a8r7atCyUK,dos in the parish of St. Michaells of the other partie Witnesseth that,70,3,3
tMAnF6JGefK15nH2,Carpenter M^r Arnold Gould M^r John Cole M^r William Bourne,59,2,1
ni3ntB0TQEkMK8tL,house of W^m Pead merchant in the same Island to wch payment well and truely,76,4,1
5snfYRc7DDkkjJDq,That by Virtue of full power and Authority unto,47,0,3
LRhUM45y2hkZEzzi,said James Holdipp as Executor above said and beareing date the,63,2,0
ZVy4yTSrn8cJybZs,Memorand:^m the Said Jacob Pretto Promisses to Pay the,54,1,0
pT2TyeF4cac9rG0w,and consigned to Anthory Wallenger and Nicholas,47,0,1
CxcwMgF8Vp9SXKpb,"drye flattes, one table, two formes, one Jarre-",47,0,3
LKRUyhnHdCeJR48y,and Competent Timber and other wood for the repaireing -,56,1,0
Ah36eonLvAmliq6x,Thomas Townes and Elizabeth Harding have by meanes aforesaid to the same,72,3,1
LAEuvXCLhZib1Mtv,of the date of the Deed within written of and from the,54,1,0
wWcnh1oLkGctIX80,upon it the said servantes shall to be imployed upon the said,61,2,1
OddwPjSIYgiFouJY,Griffith Anthony Standford and Company and whereas alsoe the said Arthur Bartlett,81,4,4
UvBCw8Q6znxxXGs4,and manifest unto all Christian people that upon the four and,61,2,4
yy3Iun1lrh9WsGsj,Interest priuity or procurement or by from,42,0,4
1jkqhkuWYaTn2HRn,"insealing hereof full power, rights Authority to",48,0,2
3SUBokfmU5Zx05Ia,Be it knowne unto all men by these pnts that I Nicolas Butler now resident,74,4,0
DrXnvg6YsMiG0Ami,in the yeare of o^r Lord God one Thousand Six hundred,53,1,3
UW4zAGqT0M94a6Rv,wages proffitts benefitts Comodityes privelidges and advantag,61,2,3
9yQmtSy5gOSwFf4O,unto Capt James Holdipp or his assignes one pound of merchantable cleere cotton,79,4,3
K2rVcYAxzwUGjpVs,time to time and at all times for ever hereafter peaceably,58,1,1
T9JS47NYwoQL0lyt,admistrs or assignes for the securitie of and payment of Eight thousand fower hundred,85,4,3
BvTl2Xitz2NzHZv8,James doth hereby give and grant unto the Said Margre,53,1,0
BJFM3na03XmajYGv,thirteene acres of that land to satisfy that debt and charge,60,2,1
eGVxwMtaUCLNZ5jo,ye younger Attorney and factor unto Sr Nicholas Onisigs Kent,60,2,1
kNwKBAWbWsJVFpy6,Johnson the one three yeares the other six yeares to serve & if the said,72,3,1
gxUU4frRO9Uo8w23,Said Jones Askew and Ann his wife have here unto Sett,53,1,3
zo5XLU2siDGGfzxG,hand paid Have given granted bargained aliened and sould And by these presents doe,82,4,3
tNCBYalqLGBBmrlV,deniall of me ye aforesd W^m Forster my heires Ex^rs Ad^rs or,61,2,3
URtapn2aqxr6qe8b,doe acknowledge and confesse my selfe to owe and stand,54,1,3
fbWcVnYOtostMMFx,onely ye Invasion of the forraigne Enimy Excepted,49,0,3
cXQyS96TFprMLydg,Christo Codrington of this Island of Barbados Esqr for divs good causes,71,3,4
V4fBfllhZvcWpUK0,Sealed & delivered in the pnce of us Joseph Taylor,50,0,4
UDTjHvuSOrhCLnS1,"hatchetts, & one Cleaver ffive paires of Iron",45,0,1
XtLO9GWKpMCxNwvp,"truly paide, the receipt whereof, wee the Said Jo",49,0,2
KUMdqR0AcbHlSV0p,estate rt title or interest by from or under me or by,53,1,1
IZmaF10bxns88KBU,A schedule of such goods as are in the storehouse unto Henry Walfree made,73,3,4
qsNVyBKvsi1fVWSE,my hand and seale this eleaventh day of January 1644,52,1,2
Gfj5aLLxRPDyuClG,occupye possesse and enjoye the said plantacon and all singuler other the,73,3,3
Olicgej41Y1E0ZaU,"Samuell Coward and Cap:^t William Martyn, And West",50,0,2
RsYyA82b8YB8IUKO,Request me the said Richard Noke to draw and,44,0,4
9kN8xcJzIF4Zrsfi,ffebruary; 1674 in the yeare of our Lord God One thousand Six hun,65,2,4
1DpgDn9K3tWBS6jr,heires executors administrators or assignes Hee ye said,55,1,0
gXd9E6aDhBprJx3Y,especially for ye valluable consideration of three thousand,59,2,4
VvrB5JPIFV9pTQdW,true intent and meaneing from and Elfect of these presents. In witnes,69,3,4
NSQD5TpJutr32lZr,Timothy Thornhill Esq^r came and p:sonally appeared,51,1,3
gXzGIuLlzzoEOUba,and reasoneable actt and Actts thing and things devis,53,1,4
r5IlXVv2xrql7HzD,and thereof and of every parte and parcell thereof doe hereby freely,68,3,2
CuCtPVsBSutTqIjh,of our soveraigne Lord and Lady William and Me,46,0,1
0mkR6NdY5gXd4l1M,in any wise acquitted released made Voyd or,43,0,0
h27paD3ripxXTLhr,standing in the fence and wyneinge to the falne ground if the said,66,3,3
JvQhAw3Q8WB36Ud9,the houses edifice & buildings with half of all ye servants stock of hoggs cattells chatles,91,4,3
MtCzWngHTnPqlTKb,in the Island of Barbados Planter and Elizabeth his,51,1,3
PgDdVwXzrDO3RBVv,and in the ... and twentieth years of his Ma.^ties,50,0,3
5NUBDy6QlSKgzS8c,all commodities and necessaries whatsoever either belonging or appertaininge,76,4,0
CoGoL6Rv6M21TQDi,heires and assignes sett over unto John Morgan his heires and assignes all my,77,4,1
5qMbB4b2HPlFBhba,"the said Richard Price , for himself his heyr",45,0,4
tym5EyycSRrSyvxZ,Bettrice Odiarne all my right title & interest in our plantacon lyinge,70,3,0
vB6dpofLaoAVW4ZY,in Consideration of the full sum and quanity of Twenty and three thousand,73,3,4
